_id,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,Latitude,Longitude
663004eb4247584f128e43a7,Geladeira,eletrodomesticos,2774.0,147.9902805969,2021-03-01,Bruno Rodrigues,RJ,5,cartao_credito,1,-22.25,-42.66
663004eb4247584f128e43a8,Lavadora de roupas,eletrodomesticos,2034.43,108.8583816384,2021-03-01,Thiago Silva,RS,5,cartao_credito,2,-30.17,-53.5
663004eb4247584f128e43a9,Celular ABXY,eletronicos,1522.65,87.3184671407,2021-03-01,Juliana Costa,SP,1,cartao_credito,4,-22.19,-48.79
663004eb4247584f128e43aa,Xadrez de madeira,brinquedos,28.76,0.0,2021-03-01,Lucas Oliveira,SP,4,cartao_credito,5,-22.19,-48.79
663004eb4247584f128e43ab,Fogão,eletrodomesticos,1378.02,74.7745347061,2021-03-01,Beatriz Moraes,MS,5,boleto,1,-20.51,-54.54
663004eb4247584f128e43ac,Cubo mágico 8x8,brinquedos,14.52,3.9369626407,2021-03-01,Thiago Silva,DF,5,cartao_credito,5,-15.83,-47.86
663004eb4247584f128e43ad,Micro-ondas,eletrodomesticos,930.94,47.1541934231,2021-03-01,Thiago Silva,PE,5,cartao_credito,10,-8.38,-37.86
663004eb4247584f128e43ae,Corda de pular,esporte e lazer,32.96,11.3359643772,2022-03-01,Juliana Costa,SP,1,cartao_credito,1,-22.19,-48.79
663004eb4247584f128e43af,Celular ABXY,eletronicos,1100.5,59.2853264023,2022-03-01,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
663004eb4247584f128e43b0,Bola de vôlei,esporte e lazer,54.42,3.1808271914,2022-03-01,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
663004eb4247584f128e43b1,Guarda roupas,moveis,663.54,36.0185209544,2022-03-01,Juliana Costa,RS,3,cartao_credito,10,-30.17,-53.5
663004eb4247584f128e43b2,Lavadora de roupas,eletrodomesticos,2060.2,107.2838911531,2022-03-01,Mariana Ferreira,PB,4,cartao_credito,5,-7.28,-36.72
663004eb4247584f128e43b3,Carrinho controle remoto,brinquedos,116.0,3.7610900916,2022-03-01,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
663004eb4247584f128e43b4,Sofá retrátil,moveis,890.4,44.9955603837,2022-03-01,Rafael Costa,RS,4,boleto,1,-30.17,-53.5
663004eb4247584f128e43b5,Mesa de jantar,moveis,476.88,22.9768644188,2022-03-01,João Souza,MG,4,cartao_credito,10,-18.1,-44.38
663004eb4247584f128e43b6,Ciência de dados com python,livros,50.51,10.2450858314,2022-03-01,Thiago Silva,MG,1,cartao_credito,6,-18.1,-44.38
663004eb4247584f128e43b7,Headset,eletronicos,219.88,11.9967253244,2022-03-01,Mariana Ferreira,CE,5,cartao_credito,4,-5.2,-39.53
663004eb4247584f128e43b8,Pandeiro,instrumentos musicais,109.52,3.416049586,2022-03-01,Pedro Gomes,PE,5,cartao_credito,1,-8.38,-37.86
663004eb4247584f128e43b9,Lavadora de roupas,eletrodomesticos,1732.36,89.8273974282,2022-03-01,Bruno Rodrigues,RJ,5,cartao_credito,2,-22.25,-42.66
663004eb4247584f128e43ba,Modelagem preditiva,livros,71.64,1.3990535443,2023-03-01,Mariana Ferreira,SP,4,cartao_credito,2,-22.19,-48.79
663004eb4247584f128e43bb,Bateria,instrumentos musicais,535.83,26.1157745734,2023-03-01,Felipe Santos,MG,5,cartao_credito,8,-18.1,-44.38
663004eb4247584f128e43bc,Dashboards com Power BI,livros,43.35,3.2481049178,2023-03-01,Rafael Costa,BA,5,cartao_credito,2,-13.29,-41.71
663004eb4247584f128e43bd,Dinossauro Rex,brinquedos,28.71,2.2157332793,2023-03-01,Bruno Rodrigues,RJ,5,cartao_credito,7,-22.25,-42.66
663004eb4247584f128e43be,Bicicleta,esporte e lazer,406.16,22.3138102573,2023-03-01,Bruno Rodrigues,PA,4,cartao_credito,6,-3.79,-52.48
663004eb4247584f128e43bf,Cama box,moveis,834.98,44.9912775682,2023-03-01,Mariana Ferreira,SP,1,cartao_credito,3,-22.19,-48.79
663004eb4247584f128e43c4,Assistente virtual,eletronicos,180.46,10.295964254,2021-04-01,Lucas Oliveira,PE,1,cartao_credito,4,-8.38,-37.86
663004eb4247584f128e43c5,Boneca bebê,brinquedos,67.88,4.1406707791,2021-04-01,Mariana Ferreira,MG,5,cartao_credito,2,-18.1,-44.38
663004eb4247584f128e43c6,Bicicleta,esporte e lazer,773.72,41.729366863,2021-04-01,João Souza,MG,5,cartao_credito,1,-18.1,-44.38
663004eb4247584f128e43c7,Lavadora de roupas,eletrodomesticos,1822.44,94.6238864312,2021-04-01,Thiago Silva,MS,3,cartao_credito,5,-20.51,-54.54
663004eb4247584f128e43c8,Pandeiro,instrumentos musicais,58.75,6.292077079,2021-04-01,Juliana Costa,SP,3,cupom,1,-22.19,-48.79
663004eb4247584f128e43c9,Guitarra,instrumentos musicais,892.6,48.0545296884,2021-04-01,Mariana Ferreira,PR,4,boleto,1,-24.89,-51.55
663004eb4247584f128e43ca,Panela de pressão,utilidades domesticas,94.58,2.6205395316,2021-04-01,Juliana Costa,DF,5,cartao_credito,10,-15.83,-47.86
663004eb4247584f128e43cb,Mesa de centro,moveis,217.42,19.3750120217,2021-04-01,Bruno Rodrigues,SP,5,cartao_debito,1,-22.19,-48.79
663004eb4247584f128e43cc,Iniciando em programação,livros,83.18,5.1160969115,2021-04-01,Isabella Pereira,SP,3,cartao_credito,4,-22.19,-48.79
663004eb4247584f128e43cd,Boneca bebê,brinquedos,51.2,3.2573504949,2021-04-01,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
663004eb4247584f128e43ce,Dashboards com Power BI,livros,40.85,0.0,2021-04-01,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
663004eb4247584f128e43cf,Celular ABXY,eletronicos,1578.34,81.6262957825,2021-04-01,Bianca Santos,SP,4,cartao_credito,2,-22.19,-48.79
663004eb4247584f128e43d0,Guarda roupas,moveis,666.47,33.0719615556,2022-04-01,Rafael Costa,MA,5,boleto,1,-5.42,-45.44
663004eb4247584f128e43d1,Cômoda,moveis,331.48,15.2347518407,2022-04-01,Isabella Pereira,MG,5,cartao_credito,10,-18.1,-44.38
663004eb4247584f128e43d2,Impressora,eletronicos,363.8,20.0582676933,2022-04-01,Isabella Pereira,RJ,5,cartao_credito,5,-22.25,-42.66
663004eb4247584f128e43d3,Faqueiro,utilidades domesticas,76.93,4.9847062385,2022-04-01,Bianca Santos,SP,4,cartao_credito,3,-22.19,-48.79
663004eb4247584f128e43d4,Ciência de dados com python,livros,75.04,1.5800933158,2022-04-01,Bianca Santos,RO,2,cartao_credito,7,-10.83,-63.34
663004eb4247584f128e43d5,Micro-ondas,eletrodomesticos,677.31,33.6491589445,2022-04-01,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
663004eb4247584f128e43dc,Jogo de panelas,utilidades domesticas,268.49,14.8273892988,2021-05-01,Isabella Pereira,BA,5,cupom,1,-13.29,-41.71
663004eb4247584f128e43dd,Kit banquetas,moveis,394.53,21.533800584,2021-05-01,Felipe Santos,SC,5,cartao_credito,3,-27.45,-50.95
663004eb4247584f128e43de,Celular Plus X42,eletronicos,2842.86,151.6568684382,2021-05-01,Bianca Santos,SP,4,cupom,1,-22.19,-48.79
663004eb4247584f128e43df,Geladeira,eletrodomesticos,2405.84,129.5028576086,2021-05-01,Isabella Pereira,RJ,3,cartao_credito,2,-22.25,-42.66
663004eb4247584f128e43e0,Headset,eletronicos,98.2,2.8132936411,2021-05-01,Felipe Santos,RJ,5,cartao_credito,4,-22.25,-42.66
663004eb4247584f128e43e1,Ciência de dados com python,livros,58.61,4.0606540096,2021-05-01,Beatriz Moraes,PR,4,cartao_credito,1,-24.89,-51.55
663004eb4247584f128e43e2,Micro-ondas,eletrodomesticos,1034.13,55.5954159446,2021-05-01,Mariana Ferreira,SP,4,cartao_credito,4,-22.19,-48.79
663004eb4247584f128e43e3,Tablet ABXY,eletronicos,1642.22,85.0277136057,2022-05-01,Lucas Oliveira,SP,4,cartao_credito,6,-22.19,-48.79
663004eb4247584f128e43e4,Mesa de jantar,moveis,360.0,19.4520428834,2022-05-01,Thiago Silva,SP,2,boleto,1,-22.19,-48.79
663004eb4247584f128e43e5,Sofá retrátil,moveis,895.8,45.2830941384,2022-05-01,Pedro Gomes,SP,5,cartao_credito,9,-22.19,-48.79
663004eb4247584f128e43e6,Cadeira de escritório,moveis,619.44,33.5144209995,2022-05-01,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
663004eb4247584f128e43e7,Mesa de centro,moveis,282.19,12.6102076249,2022-05-01,Pedro Gomes,MG,5,cartao_credito,1,-18.1,-44.38
663004eb4247584f128e43e8,Tablet ABXY,eletronicos,1754.04,93.6804790483,2022-05-01,Rafael Costa,MG,5,cartao_credito,8,-18.1,-44.38
663004eb4247584f128e43e9,Mochila,esporte e lazer,132.49,4.639132983,2022-05-01,Felipe Santos,BA,5,boleto,1,-13.29,-41.71
663004eb4247584f128e43ea,Mesa de centro,moveis,277.62,15.0712066192,2022-05-01,Lucas Oliveira,SC,5,cartao_credito,1,-27.45,-50.95
663004eb4247584f128e43eb,Cadeira de escritório,moveis,403.02,21.9907070783,2022-05-01,Juliana Costa,MG,1,boleto,1,-18.1,-44.38
663004eb4247584f128e43f2,Guarda roupas,moveis,607.71,32.8898337881,2021-06-01,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
663004eb4247584f128e43f3,Boneca bebê,brinquedos,71.38,4.0895470723,2021-06-01,Camila Ribeiro,SP,3,cartao_credito,10,-22.19,-48.79
663004eb4247584f128e43f4,Dashboards com Power BI,livros,55.44,3.6390253647,2021-06-01,Camila Ribeiro,SP,3,cartao_credito,10,-22.19,-48.79
663004eb4247584f128e43f5,Guitarra,instrumentos musicais,818.58,41.1713614473,2021-06-01,Isabella Pereira,SP,5,cupom,1,-22.19,-48.79
663004eb4247584f128e43f6,Mesa de centro,moveis,214.27,11.9403374145,2021-06-01,Bruno Rodrigues,SP,4,boleto,1,-22.19,-48.79
663004eb4247584f128e43f7,TV Led UHD 4K,eletronicos,2366.39,123.58758751,2021-06-01,Isabella Pereira,MG,3,boleto,1,-18.1,-44.38
663004eb4247584f128e43f8,Boneca bebê,brinquedos,78.61,4.4688719181,2021-06-01,Lucas Oliveira,MG,5,cartao_debito,1,-18.1,-44.38
663004eb4247584f128e43f9,Cama king,moveis,897.42,48.0680411071,2021-06-01,Pedro Gomes,PB,3,cartao_credito,3,-7.28,-36.72
663004eb4247584f128e43fa,Cama king,moveis,695.31,34.6076047932,2021-06-01,João Souza,SP,1,boleto,1,-22.19,-48.79
663004eb4247584f128e43fb,Mesa de jantar,moveis,317.11,17.1682794138,2022-06-01,Felipe Santos,MG,5,boleto,1,-18.1,-44.38
663004eb4247584f128e43fc,Cubo mágico 8x8,brinquedos,20.95,1.6466289991,2022-06-01,Isabella Pereira,PA,4,cartao_credito,10,-3.79,-52.48
663004eb4247584f128e43fd,Xadrez de madeira,brinquedos,37.57,0.0,2022-06-01,Beatriz Moraes,SP,4,cartao_credito,8,-22.19,-48.79
663004eb4247584f128e43fe,Bola de basquete,esporte e lazer,70.87,1.3580533608,2022-06-01,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
663004eb4247584f128e43ff,Celular ABXY,eletronicos,1490.52,83.8457446259,2022-06-01,Felipe Santos,MG,5,cartao_credito,5,-18.1,-44.38
663004eb4247584f128e4400,Bola de vôlei,esporte e lazer,79.7,4.5269111389,2022-06-01,Bianca Santos,MG,5,cartao_credito,6,-18.1,-44.38
663004eb4247584f128e4401,Cômoda,moveis,430.76,30.4922543858,2022-06-01,Thiago Silva,RJ,5,cartao_credito,4,-22.25,-42.66
663004eb4247584f128e4402,Copo térmico,esporte e lazer,72.03,5.2344961512,2022-06-01,Felipe Santos,CE,5,cartao_credito,8,-5.2,-39.53
663004eb4247584f128e4403,Corda de pular,esporte e lazer,13.3,0.0,2022-06-01,Bruno Rodrigues,SP,5,cartao_credito,3,-22.19,-48.79
663004eb4247584f128e4404,Sofá retrátil,moveis,860.42,43.3992155757,2022-06-01,Rafael Costa,MG,5,cartao_credito,3,-18.1,-44.38
663004eb4247584f128e4405,Jogo de tabuleiro,brinquedos,183.79,10.0693904942,2022-06-01,Thiago Silva,SP,3,cartao_credito,1,-22.19,-48.79
663004eb4247584f128e4406,Cubo mágico 8x8,brinquedos,12.83,2.0822742487,2022-06-01,Mariana Ferreira,SP,5,cartao_credito,7,-22.19,-48.79
663004eb4247584f128e4407,Boneca bebê,brinquedos,77.75,11.9419632143,2022-06-01,Thiago Silva,SP,2,cartao_credito,3,-22.19,-48.79
663004eb4247584f128e440c,Dinossauro Rex,brinquedos,24.39,1.8297986502,2021-07-01,Bianca Santos,MG,4,cartao_credito,6,-18.1,-44.38
663004eb4247584f128e440d,Dashboards com Power BI,livros,46.87,0.0,2021-07-01,Beatriz Moraes,RS,5,cartao_credito,8,-30.17,-53.5
663004eb4247584f128e440e,Mesa de centro,moveis,238.81,13.2470185882,2021-07-01,Bruno Rodrigues,RJ,5,cartao_credito,1,-22.25,-42.66
663004eb4247584f128e440f,Mesa de centro,moveis,238.33,20.488406616,2021-07-01,Thiago Silva,RJ,5,boleto,1,-22.25,-42.66
663004eb4247584f128e4410,Jogo de tabuleiro,brinquedos,248.91,13.5424854904,2021-07-01,Rafael Costa,MT,1,cartao_credito,2,-12.64,-55.42
663004eb4247584f128e4411,Dinossauro Rex,brinquedos,19.59,0.0,2021-07-01,Larissa Alves,SP,3,cartao_credito,1,-22.19,-48.79
663004eb4247584f128e4412,Cama box,moveis,664.41,32.9622727529,2021-07-01,Beatriz Moraes,PR,5,cartao_credito,1,-24.89,-51.55
663004eb4247584f128e4413,Geladeira,eletrodomesticos,3309.16,173.7872537772,2021-07-01,Mariana Ferreira,SC,1,cartao_credito,4,-27.45,-50.95
663004eb4247584f128e4414,Smart TV,eletronicos,2179.74,116.3477233708,2021-07-01,Mariana Ferreira,DF,5,cartao_credito,1,-15.83,-47.86
663004eb4247584f128e4415,Cadeira de escritório,moveis,496.37,27.3700570508,2021-07-01,Bianca Santos,SP,4,boleto,1,-22.19,-48.79
663004eb4247584f128e4416,Iniciando em programação,livros,56.9,3.560858347,2021-07-01,Mariana Ferreira,SP,4,boleto,1,-22.19,-48.79
663004eb4247584f128e4417,Corda de pular,esporte e lazer,26.63,1.9490719113,2022-07-01,Thiago Silva,SP,5,cartao_credito,2,-22.19,-48.79
663004eb4247584f128e4418,Lava louças,eletrodomesticos,1567.6,84.0010885515,2022-07-01,Bruno Rodrigues,SP,1,cupom,1,-22.19,-48.79
663004eb4247584f128e4419,Celular ABXY,eletronicos,1594.69,82.4968840951,2022-07-01,Isabella Pereira,RJ,5,cartao_credito,3,-22.25,-42.66
663004eb4247584f128e441a,Guitarra,instrumentos musicais,955.2,51.1446522815,2022-07-01,Lucas Oliveira,RS,3,cartao_credito,1,-30.17,-53.5
663004eb4247584f128e441b,Blocos de montar,brinquedos,44.17,2.640696431,2022-07-01,João Souza,SP,5,cartao_credito,2,-22.19,-48.79
663004eb4247584f128e441c,Celular Plus X42,eletronicos,3386.44,177.9021812878,2022-07-01,Larissa Alves,SP,4,cartao_credito,8,-22.19,-48.79
663004eb4247584f128e441d,Xadrez de madeira,brinquedos,31.39,0.0,2022-07-01,João Souza,RS,2,cartao_credito,5,-30.17,-53.5
663004eb4247584f128e441e,Headset,eletronicos,281.02,15.2465954871,2022-07-01,Mariana Ferreira,MS,5,boleto,1,-20.51,-54.54
663004eb4247584f128e441f,Modelagem preditiva,livros,105.99,3.2280877057,2022-07-01,Thiago Silva,SP,1,cartao_credito,4,-22.19,-48.79
663004eb4247584f128e442b,Cama box,moveis,644.88,31.922359007,2021-08-01,Larissa Alves,TO,3,cartao_credito,5,-9.46,-48.26
663004eb4247584f128e442c,Lava louças,eletrodomesticos,1304.52,67.0462045436,2021-08-01,Beatriz Moraes,RS,5,cartao_credito,5,-30.17,-53.5
663004eb4247584f128e442d,Geladeira,eletrodomesticos,2779.44,148.5279228476,2021-08-01,Bruno Rodrigues,RJ,5,cartao_credito,4,-22.25,-42.66
663004eb4247584f128e442e,Smartwatch,eletronicos,269.3,14.6225407456,2021-08-01,Juliana Costa,RJ,5,cartao_credito,5,-22.25,-42.66
663004eb4247584f128e442f,Poltrona,moveis,280.79,15.6382349209,2021-08-01,Camila Ribeiro,RJ,5,cartao_debito,1,-22.25,-42.66
663004eb4247584f128e4430,Sofá retrátil,moveis,903.89,49.017838409,2021-08-01,Juliana Costa,SP,1,cartao_debito,1,-22.19,-48.79
663004eb4247584f128e4431,Lavadora de roupas,eletrodomesticos,1673.59,95.4932470308,2021-08-01,João Souza,SP,1,boleto,1,-22.19,-48.79
663004eb4247584f128e4432,TV Led UHD 4K,eletronicos,3158.33,175.973580586,2021-08-01,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
663004eb4247584f128e4433,Jogo de panelas,utilidades domesticas,258.57,11.3525136834,2021-08-01,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
663004eb4247584f128e4434,Modelagem preditiva,livros,101.54,14.5010858917,2021-08-01,Rafael Costa,DF,3,cartao_credito,4,-15.83,-47.86
663004eb4247584f128e4435,Guarda roupas,moveis,697.32,37.4133180887,2021-08-01,Bruno Rodrigues,SP,4,cartao_credito,1,-22.19,-48.79
663004eb4247584f128e4436,Guitarra,instrumentos musicais,946.34,47.9741970936,2021-08-01,Felipe Santos,SP,2,cartao_credito,3,-22.19,-48.79
663004eb4247584f128e4437,Faqueiro,utilidades domesticas,72.62,1.4512355961,2021-08-01,João Souza,SP,5,cartao_credito,4,-22.19,-48.79
663004eb4247584f128e4438,Lava louças,eletrodomesticos,1604.75,85.9792142893,2021-08-01,Mariana Ferreira,SP,4,cartao_credito,1,-22.19,-48.79
663004eb4247584f128e4439,Iniciando em programação,livros,41.11,0.0,2022-08-01,Thiago Silva,ES,1,cartao_credito,1,-19.19,-40.34
663004eb4247584f128e443a,Smartwatch,eletronicos,237.47,14.2973574466,2022-08-01,Bruno Rodrigues,MG,5,cartao_credito,1,-18.1,-44.38
663004eb4247584f128e443b,Guitarra,instrumentos musicais,1115.85,57.0000946391,2022-08-01,Mariana Ferreira,RJ,5,boleto,1,-22.25,-42.66
663004eb4247584f128e443c,Jogo de copos,utilidades domesticas,45.01,2.9277516169,2022-08-01,Lucas Oliveira,RS,4,boleto,1,-30.17,-53.5
663004eb4247584f128e443d,Corda de pular,esporte e lazer,10.08,1.0629946648,2022-08-01,Bianca Santos,RJ,1,cartao_credito,1,-22.25,-42.66
663004eb4247584f128e443e,Boneca bebê,brinquedos,51.46,0.0,2022-08-01,Pedro Gomes,CE,5,cartao_credito,1,-5.2,-39.53
663004eb4247584f128e443f,Blocos de montar,brinquedos,39.27,0.0,2022-08-01,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
663004eb4247584f128e4440,Bicicleta,esporte e lazer,928.16,47.0061667864,2022-08-01,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
663004eb4247584f128e4441,Lava louças,eletrodomesticos,2051.26,106.8078630482,2022-08-01,Camila Ribeiro,SC,1,cartao_credito,7,-27.45,-50.95
663004eb4247584f128e4442,Cômoda,moveis,323.0,17.7298828107,2022-08-01,Mariana Ferreira,SP,5,cartao_credito,12,-22.19,-48.79
663004eb4247584f128e4443,Corda de pular,esporte e lazer,15.28,1.5006261822,2022-08-01,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
663004eb4247584f128e4444,Dinossauro Rex,brinquedos,20.73,1.3869360445,2022-08-01,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
663004eb4247584f128e4450,Assistente virtual,eletronicos,288.45,16.2475099009,2021-09-01,Camila Ribeiro,RS,3,cartao_credito,8,-30.17,-53.5
663004eb4247584f128e4451,Celular ABXY,eletronicos,1763.75,94.4406464175,2021-09-01,Thiago Silva,SP,5,cartao_credito,8,-22.19,-48.79
663004eb4247584f128e4452,Cubo mágico 8x8,brinquedos,21.15,0.0,2021-09-01,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
